age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
69, Private,152202, HS-grad,9, Never-married, Transport-moving, Not-in-family, Black, Male,0,0,40, United-States, >50K
65, Self-emp-not-inc,182202, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, ?, <=50K
24, Private,208856, 12th,13, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, ?,153940, Some-college,10, Married-civ-spouse, ?, Husband, White, Male,0,0,60, United-States, <=50K
45, Private,106604, Some-college,10, Divorced, Tech-support, Not-in-family, White, Male,0,0,60, United-States, <=50K
25, Local-gov,364416, Prof-school,10, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,28, United-States, <=50K
60, Private,212299, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male,0,0,44, United-States, >50K
73, Private,392879, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,16, United-States, <=50K
44, Private,219945, HS-grad,9, Never-married, Prof-specialty, Other-relative, Black, Male,0,0,40, United-States, <=50K
77, Private,193596, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, <=50K
47, Self-emp-inc,131252, HS-grad,9, Never-married, Other-service, Unmarried, Black, Male,0,0,40, United-States, <=50K
44, Private,38814, HS-grad,9, Never-married, Sales, Own-child, Black, Male,0,0,40, United-States, <=50K
65, Private,74759, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
42, Private,359611, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
50, ?,150713, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,45, United-States, <=50K
40, Private,114027, Some-college,10, Widowed, Adm-clerical, Other-relative, White, Female,0,0,50, United-States, <=50K
37, ?,111701, Bachelors,13, Never-married, ?, Not-in-family, Black, Male,0,0,50, United-States, <=50K
38, Private,154322, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
48, State-gov,236547, HS-grad,9, Married-civ-spouse, Transport-moving, Wife, White, Male,0,0,20, United-States, <=50K
27, Private,296795, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
90, Local-gov,290039, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
67, Private,653197, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
68, Private,120501, HS-grad,9, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, United-States, >50K
27, Private,55127, Bachelors,13, Never-married, Exec-managerial, Unmarried, White, Male,0,0,50, United-States, <=50K
43, Private,116969, Assoc-voc,11, Never-married, Prof-specialty, Own-child, White, Female,0,0,25, United-States, <=50K
26, State-gov,158425, 5th-6th,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,90, Ecuador, <=50K
52, Private,187272, Masters,14, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,55, United-States, >50K
80, Self-emp-not-inc,68427, Assoc-acdm,12, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
40, Private,144586, Bachelors,13, Never-married, Adm-clerical, Own-child, Black, Male,0,0,20, United-States, >50K
25, Private,317722, HS-grad,9, Never-married, ?, Own-child, White, Male,0,0,40, United-States, <=50K
45, Private,130230, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,36, Italy, <=50K
22, Private,200914, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
46, Private,290751, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
39, Self-emp-not-inc,47582, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, <=50K
47, Private,214472, Some-college,10, Never-married, Craft-repair, Unmarried, Black, Male,0,0,40, United-States, <=50K
34, Private,185489, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,7631,0,40, United-States, >50K
21, Local-gov,202672, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,34, United-States, <=50K
40, Private,207396, 1st-4th,4, Separated, ?, Not-in-family, White, Male,0,0,40, Mexico, >50K
50, Private,192441, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Female,0,0,45, United-States, <=50K
69, Private,213954, 9th,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
53, State-gov,199569, Some-college,10, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
32, Private,340017, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
65, Private,176653, Some-college,10, Never-married, Sales, Husband, White, Male,0,1944,25, United-States, <=50K
27, Private,208641, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
30, Private,192228, HS-grad,9, Never-married, Priv-house-serv, Own-child, White, Female,0,0,40, United-States, <=50K
50, Private,185313, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, <=50K
40, Private,56644, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,30, United-States, <=50K
73, Private,161644, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
47, Private,148953, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,5969,0,40, United-States, >50K
72, Private,208854, Some-college,10, Never-married, Exec-managerial, Own-child, White, Female,0,0,20, United-States, <=50K
48, Private,193825, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
78, Private,167444, Bachelors,13, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
62, Private,134442, HS-grad,9, Married-civ-spouse, Sales, Other-relative, White, Female,0,1431,15, United-States, <=50K
31, Self-emp-inc,213533, 7th-8th,13, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, <=50K
56, Local-gov,263162, 9th,13, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,30, United-States, <=50K
27, Private,197842, Assoc-acdm,12, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
71, Local-gov,57437, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
47, Private,198929, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
61, Private,241695, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,3916,0,45, United-States, >50K
54, Private,68919, 12th,13, Never-married, Craft-repair, Own-child, White, Male,0,0,25, United-States, <=50K
19, ?,227872, 7th-8th,9, Married-civ-spouse, ?, Husband, White, Male,0,0,45, United-States, <=50K
46, Private,169076, Bachelors,13, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Self-emp-not-inc,61394, Doctorate,7, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
24, Private,187782, 10th,11, Never-married, Other-service, Not-in-family, White, Male,0,0,50, United-States, <=50K
23, Private,293734, Assoc-acdm,12, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private,174024, Some-college,10, Never-married, Machine-op-inspct, Own-child, Other, Female,0,0,10, United-States, <=50K
20, Private,196185, Bachelors,13, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
57, Private,79846, 10th,11, Never-married, Other-service, Own-child, White, Female,0,0,45, United-States, <=50K
33, Private,315135, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Local-gov,41199, 12th,12, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
63, Private,201937, Some-college,10, Divorced, Tech-support, Other-relative, White, Male,0,0,60, United-States, <=50K
19, Private,118771, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
39, Private,200250, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
59, Self-emp-not-inc,238350, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
44, State-gov,116073, Bachelors,13, Never-married, Sales, Not-in-family, White, Female,0,0,45, United-States, <=50K
44, Private,74452, Bachelors,13, Widowed, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
25, Private,32778, 11th,7, Never-married, Priv-house-serv, Other-relative, White, Male,0,1911,40, United-States, <=50K
68, Private,117490, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
35, Private,229909, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, United-States, <=50K
49, Federal-gov,293052, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
21, ?,20308, HS-grad,9, Never-married, ?, Own-child, White, Female,0,0,35, United-States, <=50K
46, Private,228107, 1st-4th,5, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, >50K
24, Self-emp-not-inc,123193, Some-college,10, Divorced, Craft-repair, Own-child, White, Female,0,0,43, United-States, <=50K
37, Private,230366, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
67, Private,95733, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,56, United-States, >50K
39, Private,105676, Some-college,10, Never-married, Adm-clerical, Unmarried, White, Female,0,0,44, United-States, <=50K
51, Private,196869, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,48, United-States, >50K
35, ?,95325, Assoc-voc,3, Never-married, ?, Own-child, White, Male,0,0,40, United-States, <=50K
37, Private,389309, Some-college,10, Widowed, Other-service, Not-in-family, White, Male,0,0,45, United-States, >50K
35, Self-emp-inc,221083, 10th,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
47, Private,34182, 1st-4th,9, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Private,219647, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,18075,0,40, United-States, >50K
20, Private,223359, Bachelors,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
84, Private,271731, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
39, Private,234100, Some-college,10, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,38, Philippines, <=50K
50, State-gov,267913, 9th,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
67, Self-emp-not-inc,174521, Some-college,10, Married-civ-spouse, Transport-moving, Wife, White, Male,0,0,50, United-States, >50K
71, Private,146145, 11th,7, Married-spouse-absent, Other-service, Wife, White, Female,0,0,38, United-States, <=50K
40, Private,191304, Some-college,10, Married-AF-spouse, Tech-support, Own-child, White, Female,0,0,20, United-States, <=50K
23, Local-gov,175237, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States, <=50K
68, Private,155880, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, United-States, >50K
61, Private,304565, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
29, Private,192942, Bachelors,13, Never-married, Exec-managerial, Wife, White, Female,0,0,30, United-States, <=50K
42, Private,202562, HS-grad,9, Never-married, Adm-clerical, Unmarried, White, Female,0,0,45, United-States, <=50K
33, Private,133495, HS-grad,9, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
68, Private,104912, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,58, United-States, >50K
26, Private,132794, Prof-school,15, Never-married, Sales, Own-child, White, Female,0,0,85, United-States, <=50K
52, Self-emp-inc,121415, 5th-6th,12, Divorced, Exec-managerial, Unmarried, White, Female,0,0,49, Mexico, <=50K
39, Private,39836, Some-college,10, Never-married, Transport-moving, Not-in-family, White, Female,0,0,20, United-States, <=50K
28, Private,231005, Some-college,10, Never-married, Craft-repair, Other-relative, White, Male,0,0,75, United-States, <=50K
34, Federal-gov,81348, Some-college,10, Divorced, Craft-repair, Other-relative, White, Male,0,0,40, United-States, <=50K
17, State-gov,279234, 10th,14, Married-civ-spouse, Sales, Husband, White, Male,0,0,38, United-States, >50K
49, Private,140150, HS-grad,9, Separated, Sales, Own-child, Asian-Pac-Islander, Female,0,0,18, United-States, <=50K
29, Local-gov,266169, Prof-school,14, Divorced, Adm-clerical, Own-child, White, Male,0,0,30, United-States, <=50K
44, ?,130167, Bachelors,13, Never-married, ?, Own-child, White, Male,0,0,40, United-States, <=50K
32, Private,1140802, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,7346,0,40, United-States, >50K
65, ?,235727, HS-grad,9, Never-married, ?, Other-relative, White, Female,0,0,30, United-States, <=50K
39, Private,64614, HS-grad,9, Never-married, Exec-managerial, Own-child, White, Male,0,0,45, United-States, <=50K
40, State-gov,39635, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
52, Self-emp-not-inc,146388, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
27, Self-emp-not-inc,258202, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0,0,45, United-States, <=50K
46, Private,140302, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
66, Local-gov,126393, Bachelors,13, Never-married, Tech-support, Own-child, White, Female,0,0,10, United-States, <=50K
21, Private,332805, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,60, United-States, <=50K
45, Local-gov,34584, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
33, Private,396354, HS-grad,9, Divorced, Sales, Not-in-family, White, Male,0,0,35, United-States, <=50K
61, Private,269614, Assoc-voc,6, Divorced, Exec-managerial, Own-child, Black, Female,0,0,50, United-States, <=50K
19, Private,196565, Some-college,10, Never-married, Adm-clerical, Other-relative, White, Female,0,0,40, United-States, <=50K
70, Private,195639, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, <=50K
28, Private,61478, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,42, United-States, <=50K
46, Private,147063, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Canada, >50K
46, Private,124829, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
31, Private,105992, HS-grad,9, Divorced, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
45, Private,162828, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
66, Self-emp-inc,154439, Bachelors,8, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Mexico, <=50K
47, Self-emp-not-inc,153318, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
33, Private,105358, Some-college,10, Never-married, Armed-Forces, Husband, White, Male,0,0,40, United-States, >50K
23, Private,44114, Some-college,10, Never-married, Priv-house-serv, Own-child, White, Male,0,0,20, United-States, <=50K
26, Self-emp-not-inc,188018, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico, <=50K
39, Self-emp-not-inc,217296, Bachelors,13, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, ?,163295, Some-college,10, Never-married, ?, Not-in-family, White, Female,0,0,35, Mexico, <=50K
38, Private,34638, Assoc-acdm,16, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Mexico, >50K
55, Private,169390, 10th,9, Never-married, Craft-repair, Not-in-family, White, Female,0,0,20, United-States, <=50K
69, Private,208907, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States, <=50K
21, Private,112148, 1st-4th,12, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Mexico, <=50K
32, Private,28998, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
36, Private,324883, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
19, ?,375343, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,50, United-States, <=50K
22, Private,104096, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,10584,0,26, United-States, <=50K
35, Without-pay,267422, 10th,8, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, <=50K
48, Private,270725, Bachelors,13, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,46, United-States, <=50K
43, Private,153861, Doctorate,10, Divorced, Other-service, Unmarried, White, Female,0,0,40, England, <=50K
68, Private,109544, Assoc-acdm,12, Widowed, Exec-managerial, Wife, White, Female,0,0,40, United-States, <=50K
33, Federal-gov,240339, HS-grad,9, Never-married, Other-service, Own-child, Black, Male,0,0,20, United-States, <=50K
66, Private,456043, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
52, Private,347157, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
60, Private,23643, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,35, United-States, <=50K
26, Private,117882, 10th,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,3735,0,40, United-States, >50K
72, Private,226242, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
71, Private,206091, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,3133,0,45, United-States, <=50K
84, State-gov,195230, 11th,7, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,45, United-States, <=50K
37, Private,167726, 10th,9, Never-married, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
35, Private,117372, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
56, Private,105786, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
17, Self-emp-not-inc,355515, Doctorate,10, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
20, Private,160395, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
36, Private,134393, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Private,194721, Prof-school,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, <=50K
55, Local-gov,184972, Some-college,10, Never-married, Adm-clerical, Unmarried, White, Male,0,0,24, United-States, <=50K
61, State-gov,206838, Some-college,10, Married-AF-spouse, Adm-clerical, Other-relative, White, Male,0,0,30, United-States, <=50K
32, Private,109198, 10th,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, ?,145077, Bachelors,13, Divorced, ?, Not-in-family, Black, Female,0,0,40, United-States, <=50K
23, Private,107322, Some-college,7, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States, >50K
22, Private,217415, Prof-school,16, Married-spouse-absent, Handlers-cleaners, Own-child, White, Male,0,0,45, United-States, <=50K
47, Private,135115, Some-college,10, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
31, Private,43282, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
54, Private,364889, Some-college,10, Never-married, Craft-repair, Own-child, White, Female,0,1740,40, South, <=50K
75, Private,95817, Some-college,10, Separated, Exec-managerial, Own-child, White, Female,0,0,15, United-States, <=50K
46, Private,101547, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
32, Private,176482, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Guatemala, <=50K
39, Self-emp-not-inc,213167, Some-college,10, Separated, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
68, Private,273967, Some-college,10, Never-married, Craft-repair, Own-child, White, Male,0,1963,40, United-States, <=50K
19, Private,255782, 9th,12, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Private,45650, HS-grad,9, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
59, Private,273502, Assoc-voc,8, Divorced, Priv-house-serv, Unmarried, White, Female,0,0,40, United-States, <=50K
24, Self-emp-inc,190803, Assoc-acdm,12, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
20, Federal-gov,158140, HS-grad,9, Divorced, ?, Unmarried, White, Male,0,0,14, United-States, <=50K
36, State-gov,398371, HS-grad,9, Never-married, Craft-repair, Other-relative, White, Male,0,0,40, United-States, <=50K
22, Self-emp-inc,212340, 10th,9, Divorced, Other-service, Unmarried, White, Female,0,0,20, United-States, <=50K
36, State-gov,130912, 11th,7, Never-married, Other-service, Own-child, White, Male,0,0,10, United-States, <=50K
36, Private,228324, Preschool,5, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
25, Private,167872, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
67, State-gov,123716, 11th,7, Married-civ-spouse, ?, Husband, White, Male,3942,0,5, United-States, <=50K
18, Private,185341, HS-grad,9, Divorced, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
68, ?,293369, Bachelors,13, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, Mexico, <=50K
45, Self-emp-not-inc,204053, HS-grad,9, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, ?, <=50K
36, Private,53120, Some-college,10, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
41, Private,216633, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,85, United-States, <=50K
49, ?,32347, Some-college,10, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States, >50K
37, Private,233371, Assoc-voc,11, Widowed, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Private,161932, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Private,200534, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
41, Self-emp-inc,179929, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
52, Self-emp-inc,205077, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Mexico, >50K
54, Private,33020, Bachelors,13, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,0,0,40, United-States, >50K
19, Private,49912, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
22, Private,188368, Masters,14, Never-married, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
74, ?,114217, Prof-school,9, Married-civ-spouse, ?, Unmarried, White, Female,0,1868,40, United-States, <=50K
32, Private,201672, HS-grad,9, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
55, Private,348148, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, >50K
17, Private,308495, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private,198216, HS-grad,9, Divorced, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
63, Self-emp-not-inc,78480, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, <=50K
22, Private,56924, 1st-4th,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
59, Private,193894, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
35, Private,32388, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,30, United-States, >50K
62, Local-gov,41020, Bachelors,13, Never-married, Protective-serv, Not-in-family, White, Male,0,0,38, United-States, <=50K
20, Private,153589, Bachelors,13, Married-civ-spouse, Other-service, Husband, White, Male,0,0,64, United-States, <=50K
27, Private,218212, 1st-4th,14, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, >50K
36, Private,134641, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
63, Federal-gov,68158, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Male,0,0,50, United-States, <=50K
47, ?,231178, HS-grad,9, Widowed, ?, Not-in-family, Black, Male,0,0,35, United-States, <=50K
22, Private,140100, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,30, United-States, >50K
48, Private,337307, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, <=50K
