age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
19, Private,182736, Some-college,10, Never-married, Protective-serv, Own-child, White, Male,0,0,30, United-States, <=50K
18, Private,433555, 9th,5, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
43, Private,90450, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
36, Private,1106932, Bachelors,13, Divorced, Sales, Not-in-family, White, Male,0,0,55, United-States, >50K
61, Private,267158, 11th,7, Widowed, Machine-op-inspct, Unmarried, White, Female,0,0,40, Poland, <=50K
52, Private,159040, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
55, Private,189684, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,0,0,3, United-States, <=50K
31, Private,167780, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,7332,0,40, United-States, >50K
55, Self-emp-not-inc,70711, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,19543,0,65, United-States, >50K
32, Private,376782, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States, <=50K
38, Private,181763, 9th,5, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
22, Private,114950, Prof-school,15, Never-married, Prof-specialty, Own-child, White, Male,0,0,12, United-States, <=50K
30, Private,238531, Assoc-acdm,12, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private,353278, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
37, Private,144554, Assoc-voc,11, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
60, Self-emp-inc,138509, Some-college,10, Married-civ-spouse, Sales, Wife, White, Female,0,0,15, United-States, <=50K
23, Private,203621, Bachelors,13, Never-married, Other-service, Own-child, White, Female,0,0,40, Cuba, <=50K
49, Private,188290, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,42, United-States, <=50K
59, Private,208877, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male,0,2322,50, United-States, <=50K
26, Federal-gov,29027, Some-college,10, Never-married, Farming-fishing, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
62, State-gov,146083, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,16867,0,50, United-States, >50K
63, ?,327843, 7th-8th,4, Married-civ-spouse, ?, Wife, White, Female,0,0,35, United-States, <=50K
36, Private,300242, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
32, Private,117466, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
52, Local-gov,27857, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,2722,0,40, United-States, <=50K
20, Private,54931, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,0,15, United-States, <=50K
59, Private,97558, 11th,7, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
50, Private,341252, 7th-8th,4, Widowed, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
28, Private,273030, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,30, United-States, <=50K
29, Local-gov,151718, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,55, United-States, <=50K
35, Private,120300, Bachelors,13, Never-married, Sales, Not-in-family, White, Female,0,0,15, United-States, <=50K
26, Private,126644, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States, <=50K
90, Private,171452, 10th,6, Married-civ-spouse, Sales, Husband, White, Male,5293,0,40, United-States, <=50K
45, Private,128780, HS-grad,9, Widowed, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
39, Self-emp-inc,158099, Prof-school,15, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,60, United-States, >50K
27, Private,144987, HS-grad,9, Never-married, Sales, Not-in-family, White, Female,0,0,45, United-States, <=50K
24, Private,239147, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
40, Private,191457, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States, <=50K
49, Federal-gov,358178, Masters,14, Never-married, Tech-support, Not-in-family, White, Female,14541,0,40, United-States, >50K
59, Self-emp-not-inc,62159, 7th-8th,4, Separated, Farming-fishing, Unmarried, White, Female,0,0,10, United-States, <=50K
45, Private,199087, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2385,40, United-States, >50K
50, Federal-gov,66760, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
48, Self-emp-inc,211940, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,7937,0,76, United-States, >50K
39, Private,128583, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
51, Local-gov,36986, Bachelors,13, Married-civ-spouse, Other-service, Husband, White, Male,0,0,35, United-States, >50K
48, Private,147431, Doctorate,16, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
36, Private,172695, Some-college,10, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,50, United-States, <=50K
24, Private,493560, 10th,6, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
37, Private,195664, 9th,5, Divorced, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
48, State-gov,333642, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
45, Private,143524, 9th,5, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,53, India, <=50K
69, ?,176353, Masters,14, Divorced, ?, Not-in-family, White, Male,0,0,60, United-States, <=50K
34, Private,379028, HS-grad,9, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
28, Private,80198, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States, <=50K
44, Self-emp-inc,159090, 5th-6th,3, Married-spouse-absent, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, State-gov,87032, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
41, Private,145900, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,5205,0,42, United-States, >50K
21, Private,40566, 12th,8, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
23, Private,183492, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,38, United-States, <=50K
48, Private,193545, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,0,0,45, United-States, <=50K
49, Self-emp-not-inc,85125, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male,0,0,35, United-States, <=50K
18, Private,29794, 11th,7, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
58, Private,80764, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, India, >50K
62, Local-gov,178604, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,46, United-States, <=50K
29, Private,203238, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,1975,64, United-States, <=50K
37, ?,99538, Some-college,10, Never-married, ?, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Private,122605, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
28, Private,115584, 10th,6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
18, ?,250420, Preschool,1, Never-married, ?, Own-child, White, Female,0,0,18, El-Salvador, <=50K
25, Private,146888, Masters,14, Never-married, Prof-specialty, Own-child, Black, Male,0,0,15, United-States, <=50K
43, Local-gov,155035, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,80, United-States, <=50K
19, Self-emp-inc,174689, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
33, Private,164576, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Wife, Asian-Pac-Islander, Female,3439,0,40, United-States, <=50K
58, ?,88827, Assoc-acdm,12, Married-civ-spouse, ?, Husband, White, Male,2922,0,40, United-States, <=50K
48, Local-gov,208343, Some-college,10, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,1630,48, United-States, <=50K
27, Self-emp-not-inc,79696, Some-college,10, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,1730,55, Scotland, <=50K
44, Private,245578, HS-grad,9, Never-married, Sales, Not-in-family, White, Female,0,0,15, United-States, <=50K
67, Self-emp-not-inc,210052, 1st-4th,2, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,20, United-States, <=50K
43, Federal-gov,66931, Prof-school,15, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, >50K
41, Self-emp-not-inc,79515, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
55, Private,108035, HS-grad,9, Never-married, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
30, Federal-gov,98034, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States, >50K
29, Private,395572, Some-college,10, Never-married, Protective-serv, Own-child, White, Female,0,0,50, United-States, <=50K
35, Private,204437, Some-college,10, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, Italy, <=50K
37, Federal-gov,105427, 12th,8, Divorced, Transport-moving, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
20, Private,81557, Some-college,10, Never-married, Sales, Own-child, Black, Female,0,0,28, United-States, <=50K
22, Private,165255, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States, <=50K
38, Private,293758, Bachelors,13, Divorced, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private,212204, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
33, Private,124174, Bachelors,13, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, England, <=50K
21, Private,205698, HS-grad,9, Never-married, Adm-clerical, Other-relative, White, Female,0,0,40, United-States, <=50K
59, Self-emp-not-inc,232474, Doctorate,16, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, >50K
60, Local-gov,341388, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
34, Private,185007, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
36, Private,175473, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7300,0,40, United-States, >50K
33, Private,140232, Some-college,10, Never-married, Protective-serv, Not-in-family, Black, Female,0,0,40, United-States, <=50K
69, Private,241422, 11th,7, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
27, Local-gov,187988, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
26, Private,218706, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, Mexico, <=50K
18, Private,164166, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,35, United-States, <=50K
41, Private,195480, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
25, Private,222478, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, United-States, <=50K
36, Self-emp-inc,211751, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Husband, White, Male,7396,0,50, United-States, >50K
59, Self-emp-inc,116219, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
22, Private,258439, Some-college,10, Never-married, Sales, Own-child, White, Male,0,1976,20, United-States, <=50K
28, Private,463940, Masters,14, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
21, Private,201287, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
43, Private,353754, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
40, Self-emp-not-inc,333046, 10th,6, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Poland, <=50K
18, State-gov,367831, 12th,8, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
33, Private,91146, 10th,6, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
70, ?,162807, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,1926,2379,44, United-States, <=50K
57, Private,115439, Bachelors,13, Married-civ-spouse, Adm-clerical, Wife, White, Female,18628,0,5, United-States, >50K
36, Private,151895, Some-college,10, Divorced, Exec-managerial, Unmarried, White, Male,0,0,40, Puerto-Rico, <=50K
24, Local-gov,225145, Some-college,10, Never-married, Protective-serv, Not-in-family, White, Male,0,0,60, United-States, <=50K
63, Private,200020, Preschool,1, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,45, Portugal, <=50K
34, Self-emp-inc,135331, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, Black, Male,5740,0,40, United-States, >50K
31, Private,153083, Bachelors,13, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Self-emp-not-inc,200678, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Male,0,0,30, United-States, <=50K
33, ?,142342, 9th,5, Never-married, ?, Not-in-family, White, Female,0,0,48, United-States, <=50K
55, Private,271961, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,42, United-States, >50K
37, Private,160744, Some-college,10, Never-married, Tech-support, Not-in-family, White, Female,0,0,35, Canada, <=50K
40, Private,151040, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States, <=50K
23, State-gov,197185, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
32, Private,228764, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States, <=50K
75, Private,56785, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
24, Private,123992, Bachelors,13, Married-civ-spouse, Sales, Wife, White, Female,0,0,16, United-States, <=50K
24, Private,412363, 12th,8, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
21, Private,490654, Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,25, United-States, <=50K
51, Self-emp-not-inc,36646, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
36, State-gov,230100, Assoc-voc,11, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
48, Self-emp-inc,31293, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
44, Federal-gov,254182, 12th,8, Widowed, Other-service, Unmarried, White, Female,0,0,36, United-States, <=50K
42, State-gov,181892, Some-college,10, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,40, Jamaica, <=50K
46, Private,147049, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Private,328812, 11th,7, Never-married, Craft-repair, Not-in-family, Other, Male,0,0,40, United-States, <=50K
38, Private,200676, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
43, Private,140736, Bachelors,13, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Private,186162, Bachelors,13, Married-spouse-absent, Prof-specialty, Not-in-family, White, Male,0,0,52, United-States, <=50K
20, Private,145179, 12th,8, Never-married, Other-service, Unmarried, White, Female,0,0,20, United-States, <=50K
58, Private,172509, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,1977,47, United-States, >50K
19, Private,238257, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,3135,0,60, United-States, >50K
38, Private,227309, Some-college,10, Never-married, Sales, Not-in-family, White, Male,3371,0,40, United-States, <=50K
59, State-gov,107714, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
20, Private,266589, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,10, United-States, <=50K
64, Self-emp-inc,105817, Masters,14, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, >50K
23, Private,131787, Some-college,10, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
21, State-gov,194430, Some-college,10, Never-married, Other-service, Unmarried, Black, Female,0,0,20, United-States, <=50K
24, Local-gov,149391, Assoc-voc,11, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,55, Jamaica, <=50K
18, Private,202264, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
29, Private,242635, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private,113648, Bachelors,13, Divorced, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
45, Private,131793, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
48, Private,121181, 12th,8, Divorced, Other-service, Unmarried, White, Male,0,0,40, ?, <=50K
51, Self-emp-not-inc,165842, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
45, Private,114299, HS-grad,9, Married-civ-spouse, Other-service, Wife, White, Female,3927,0,40, United-States, <=50K
37, Private,96457, Bachelors,13, Divorced, Sales, Unmarried, White, Female,0,0,50, Iran, >50K
38, Private,147018, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
33, Self-emp-not-inc,1104628, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
19, Private,102207, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
48, Private,71018, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
21, Private,113107, HS-grad,9, Never-married, Priv-house-serv, Unmarried, White, Male,0,0,40, Guatemala, <=50K
41, Private,62171, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
30, Private,129749, Bachelors,13, Divorced, Sales, Own-child, White, Female,0,0,35, United-States, <=50K
19, ?,438657, Some-college,10, Never-married, ?, Other-relative, White, Female,0,0,15, United-States, <=50K
44, Self-emp-inc,134304, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
17, Private,29817, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,20, United-States, <=50K
50, Private,102699, Some-college,10, Separated, Adm-clerical, Unmarried, White, Male,0,0,60, United-States, >50K
52, Self-emp-inc,172182, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
21, Private,442733, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
23, Local-gov,238858, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,24, United-States, <=50K
24, Private,307641, Some-college,10, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
27, Self-emp-inc,49046, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
27, Private,296324, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
31, Private,111222, Assoc-acdm,12, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,50, United-States, >50K
49, Private,194062, 11th,7, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
45, Private,103874, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
81, Private,95587, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,13, United-States, >50K
29, Private,123070, 11th,7, Never-married, Sales, Unmarried, White, Male,0,0,37, Canada, <=50K
37, Private,171664, Some-college,10, Never-married, Tech-support, Own-child, Black, Male,0,0,20, Jamaica, <=50K
42, State-gov,105714, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,1972,60, United-States, >50K
24, Private,217816, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
51, State-gov,244483, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, <=50K
58, Private,197268, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,7971,0,40, United-States, >50K
37, Private,252044, 11th,7, Never-married, Other-service, Not-in-family, Black, Female,0,0,20, United-States, <=50K
75, State-gov,59905, Some-college,10, Widowed, Protective-serv, Not-in-family, Black, Female,0,0,35, United-States, <=50K
33, State-gov,308448, Doctorate,16, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,35, Germany, <=50K
21, Private,37713, HS-grad,9, Never-married, Sales, Own-child, White, Male,0,0,10, United-States, <=50K
24, Federal-gov,369732, HS-grad,9, Never-married, Protective-serv, Not-in-family, Black, Male,0,0,40, United-States, <=50K
36, Private,20629, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,35, United-States, <=50K
28, Private,200227, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, <=50K
28, Private,128703, Bachelors,13, Married-spouse-absent, Sales, Own-child, Black, Male,0,0,40, Iran, <=50K
40, Private,245456, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, <=50K
28, ?,141136, Some-college,10, Married-civ-spouse, ?, Husband, White, Male,0,0,50, United-States, <=50K
42, Private,27811, 7th-8th,4, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,60, United-States, <=50K
35, Federal-gov,179500, HS-grad,9, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Private,186658, Some-college,10, Divorced, Other-service, Not-in-family, White, Female,7473,0,35, Mexico, <=50K
41, Private,58441, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,46, Portugal, <=50K
54, Local-gov,138524, Some-college,10, Divorced, Tech-support, Unmarried, Black, Female,0,0,40, United-States, <=50K
29, Private,130072, HS-grad,9, Never-married, Transport-moving, Own-child, White, Female,0,1612,40, United-States, <=50K
51, Private,84603, HS-grad,9, Separated, Craft-repair, Not-in-family, White, Female,9214,0,40, United-States, >50K
44, Self-emp-not-inc,122424, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
68, Private,174053, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
29, Private,235079, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,20, United-States, <=50K
25, Private,236367, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Portugal, <=50K
76, Local-gov,320319, 10th,6, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, United-States, <=50K
27, Private,110604, HS-grad,9, Never-married, Adm-clerical, Unmarried, White, Male,0,0,44, United-States, <=50K
